LGA,LAX,09/20/2023,298,148,49
LGA,LAX,09/21/2023,300,150,50
LGA,LAX,09/22/2023,299,149,49
LGA,LAX,09/23/2023,300,150,50
LGA,LAX,09/24/2023,300,150,50
LGA,LAX,09/25/2023,0,0,0
LGA,LAX,09/26/2023,300,150,50
LGA,LAX,09/27/2023,300,150,50
LGA,LAX,09/28/2023,300,150,50
LGA,LAX,09/29/2023,300,150,50
LGA,LAX,09/30/2023,150,0,0
EWR,BOS,08/01/2023,150,75,50
EWR,BOS,08/02/2023,150,75,50
EWR,BOS,08/03/2023,150,75,50
EWR,BOS,08/04/2023,150,75,50
EWR,BOS,08/05/2023,150,75,50
EWR,BOS,08/06/2023,150,75,50
EWR,BOS,08/07/2023,150,75,50
EWR,BOS,08/08/2023,150,75,50
EWR,BOS,08/09/2023,150,75,50
EWR,BOS,08/10/2023,150,75,50
EWR,BOS,08/11/2023,150,75,50
EWR,BOS,08/12/2023,150,75,50
EWR,BOS,08/13/2023,150,75,50
EWR,BOS,08/14/2023,150,75,50
EWR,BOS,08/15/2023,150,75,50
EWR,BOS,08/16/2023,150,75,50
EWR,BOS,08/17/2023,150,75,50
EWR,BOS,08/18/2023,150,75,50
EWR,BOS,08/19/2023,150,75,50
JFK,CLT,06/02/2023,100,25,15
JFK,CLT,06/03/2023,100,25,15
JFK,CLT,06/04/2023,100,25,15
JFK,CLT,06/05/2023,100,25,15
JFK,CLT,06/06/2023,100,25,15
JFK,CLT,06/07/2023,100,25,15
JFK,CLT,06/08/2023,100,25,15
JFK,CLT,06/09/2023,100,25,15
JFK,CLT,06/10/2023,100,25,15
JFK,CLT,06/11/2023,100,25,15
DEN,HOU,09/05/2023,50,10,5
DEN,HOU,09/06/2023,50,10,5
DEN,HOU,09/07/2023,50,10,5
DEN,HOU,09/08/2023,50,10,5
DEN,HOU,09/09/2023,50,10,5
DEN,HOU,09/10/2023,50,10,5
DEN,HOU,09/11/2023,50,10,5
DEN,HOU,09/12/2023,50,10,5
RDU,SAN,12/14/2022,75,20,10
RDU,SAN,12/15/2022,75,20,10
RDU,SAN,12/16/2022,75,20,10
RDU,SAN,12/17/2022,75,20,10
RDU,SAN,12/18/2022,75,20,10
RDU,SAN,12/19/2022,75,20,10
RDU,SAN,12/20/2022,75,20,10
RDU,SAN,12/21/2022,75,20,10
RDU,SAN,12/22/2022,75,20,10
LAX,LGA,11/20/2022,200,100,25
LAX,LGA,11/21/2022,200,100,25
LAX,LGA,11/22/2022,200,100,25
LAX,LGA,11/23/2022,200,100,25
LAX,LGA,11/24/2022,200,100,25
LAX,LGA,11/25/2022,200,100,25
LAX,LGA,11/26/2022,200,100,25
LAX,LGA,11/27/2022,200,100,25
LAX,LGA,11/28/2022,200,100,25
JFK,ATL,10/09/2022,300,100,50
JFK,ATL,10/10/2022,300,100,50
JFK,ATL,10/11/2022,300,100,50
JFK,ATL,10/12/2022,300,100,50
JFK,ATL,10/13/2022,300,100,50
JFK,ATL,10/14/2022,300,100,50
JFK,ATL,10/15/2022,300,100,50
JFK,ATL,10/16/2022,300,100,50
AUS,EWR,12/24/2022,150,50,25
AUS,EWR,12/25/2022,150,50,25
AUS,EWR,12/26/2022,150,50,25
AUS,EWR,12/27/2022,150,50,25
AUS,EWR,12/28/2022,150,50,25
LAS,MIA,11/28/2022,200,75,25
LAS,MIA,11/29/2022,200,75,25
OAK,PHX,10/24/2022,120,40,20
OAK,PHX,10/25/2022,120,40,20
OAK,PHX,10/26/2022,120,40,20
OAK,PHX,10/27/2022,120,40,20
OAK,PHX,10/28/2022,120,40,20
OAK,PHX,10/29/2022,120,40,20
OAK,PHX,10/30/2022,120,40,20
MCO,IAD,10/26/2022,50,25,10
MCO,IAD,10/27/2022,50,25,10
MCO,IAD,10/28/2022,50,25,10
MCO,IAD,10/29/2022,50,25,10
MCO,IAD,10/30/2022,50,25,10
PHL,SAN,11/18/2022,100,50,25
PHL,SAN,11/19/2022,100,50,25
PHL,SAN,11/20/2022,100,50,25
PHL,SAN,11/21/2022,100,50,25
PHL,SAN,11/22/2022,100,50,25
PHL,SAN,11/23/2022,100,50,25
PHL,SAN,11/24/2022,100,50,25
PHL,SAN,11/25/2022,100,50,25
PHL,SAN,11/26/2022,100,50,25
SFO,SEA,10/01/2022,75,25,10
SFO,SEA,10/02/2022,75,25,10
SFO,SEA,10/03/2022,75,25,10
SFO,SEA,10/04/2022,75,25,10
SFO,SEA,10/05/2022,75,25,10
SFO,SEA,10/06/2022,75,25,10
SFO,SEA,10/07/2022,75,25,10
SFO,SEA,10/08/2022,75,25,10
TPA,STL,12/20/2022,150,50,25
TPA,STL,12/21/2022,150,50,25
TPA,STL,12/22/2022,150,50,25
TPA,STL,12/23/2022,150,50,25
TPA,STL,12/24/2022,150,50,25
TPA,STL,12/25/2022,150,50,25
TPA,STL,12/26/2022,150,50,25
TPA,STL,12/27/2022,150,50,25
TPA,STL,12/28/2022,150,50,25
FLL,EWR,11/19/2022,200,75,35
FLL,EWR,11/20/2022,200,75,35
FLL,EWR,11/21/2022,200,75,35
FLL,EWR,11/22/2022,200,75,35
FLL,EWR,11/23/2022,200,75,35
FLL,EWR,11/24/2022,200,75,35
FLL,EWR,11/25/2022,200,75,35
FLL,EWR,11/26/2022,200,75,35
FLL,EWR,11/27/2022,200,75,35
